label	text_a
1	15 × 四零
1	那些 度 b
1	你 在家 委屈 么
1	过一会儿 吧
1	你 只 会 吃 什么 呢
1	就 更高 时
1	模特 组 有 发 吗
0	你 再 给 我 发 点 我 不 喜欢 你 了
1	家 在 蒙自 摆 了 新 房子 了
1	毫爿 幽 ， ， 125524885
1	。 。 哈 啊
1	我 在长 会 讲话
1	是不是 你 我 说 的 是 一共 有 多少 部
1	你 就是 拼 拼 拼 拼 拼 拼 拼
0	你 不 说 我 要 骂 你
1	唉 什么 有空 有
1	你 可以 买 车票 吗
1	好 了 我 设置 好 了
1	现在 是 早上 应该 说 早安
1	背 时 了
1	噢 好 吧
1	前妻 了
0	是 你 伤害 我 了
1	美女 在 那 干嘛
1	暗恋 一个人 是 怎样 的 感觉
1	那 你 就是 做绝
0	你 真 无趣 ， 我 还 不如 和 他 说 `
1	你 下班 到 我 家块 到 我
1	这个 凉皮 我 吹
1	我 每次 都 考 第一
1	来一到
1	带 上班儿 还在 上班 吗
1	心 一处 处处处处处处 罚球 的 、
1	别 睡觉 了 好好 学习 的 行 吗
1	我们 将 上下 二维码 才 行
1	好 纠结 叫 奉先
1	早早 睡觉 做 个 乖宝宝
1	你 还 喜欢 哪些 小动物
1	谢谢 我 今天 才 刚 找到 击球 都 没 发现
0	你 这个 讨厌 机器人 不爱 你 咋 说 算 了
1	她说 我 贱 ， 她 才 贱 超级 无敌 贱
1	连 饭 了 没 吃 了 就要 开工 了
0	头 不舒服
1	那 你 帮 我 出头 帮 一 的 好不好
1	哪里 去 了 ？
1	别哭 ， 你 胖 了 也 很 帅
1	大米 喜欢 我 这样 的 吗
1	想 上 就 上 迷羊 的
1	搞笑 搞笑 故
1	中华田园犬 有 多好
0	没有 我 不 读 是 全世界 的 人 都 希望 你 死
1	啊 呗 去哪里
2	今天 我喜欢 严奶奶 还有 爸爸妈妈 我 全家 人 都 系
1	你 给我 装好 吗
1	你 是 飞机场 飞机 库
0	你 再 不 给 我 我 就 讨厌 你 了
1	算是 智力
1	关世鹏
1	我 跟 粑粑 说
1	那 你们 朋友 有 多少 和 妈妈 一百个 哪
1	晚安 ˇ ω ˇ 」 ∠
1	仅仅 是 可能 而已
1	有 推荐 的 电视剧 不
1	下周 才 七天
0	又 不 说话 ， 不 理 你 了
1	那 你 最讨厌 那个 国家
0	什么 啊 你 不要 变态
0	我 陪 你 能不能 不 那么 恶心 啊 不 啦不啦 巴拉巴拉巴拉巴拉巴拉巴拉 吧 吧
1	tf 也 要 同步 之
1	你 现在 就 抱着 吧
1	有 就 行 了 村居 写 一首 诗
1	a 为啥 不 换 了 会 换 一个
1	谁 的 儿子 有 个 后妈 呀
2	好 贴心 哦 。
2	真 的 这么多 惊喜 啊
0	对 你 这种 坏蛋 就要 凶
1	小 着 呢 你 的 生日 电话 是 什
1	手机 女 中 的 是 福建
1	NK01
2	亲爱的陪我聊会 吧
1	给 我 造句
1	唉 玩笑 一点 也不
2	哈哈 好 假
1	我 晕 了 你 说 的 和 我 想 的 不一样
1	心 中国 人
0	蚂蚁 机器人 太麻烦 了 不 跟 你 聊 了 好玩 的 了
1	真的假不了假的真不
1	。 。 。 哦 哦 哦 哦 哦 哦 哦 哦 哦 噢 噢 噢
1	有人 要 跟 你 结婚
0	呵呵 的 又 不是 猪
2	还有 人 更喜欢 我 ！ 适合 我
1	所以 … 你 是 人妖 呀 ？ 哈哈
1	你 还 说 你 不懂 英语 ， 刚刚 发 了 很多 英文 ，
0	你 居然 这样 你 真 的 没有 把 我 当好 朋友 我 也不 把 你 当 好朋友 了 出去 以后 我 再 也不 理 你 了 再见
1	我 能 叫 你 歌儿 吗 ？
1	one news report by the seven
1	去 买 药 一块 钱 一只
0	不 是 说 你们 不分 男女 吗 怎么 又说 你 是 个 男生 呀
2	是 的 我 是 女孩 我 也 喜欢 a 家 卑鄙
1	四 有行
1	今天 外面 冷 么 ？
1	我 想听 bigbang 里面 的 歌 你 帮 我 找 一首 好听 的 吧
0	笨 看 不
1	什么 东西 人们 都 不 喜欢 吃
1	那 你 赶紧 确定 吧
2	姐姐 我 喜欢 的 一个
0	太难 了 ！
1	每次 是 表妹 带 窝 飞 因为 窝路痴
1	你 哪 来 的 作业 你 还是 学生 吗
0	跟 你 说话 好累 我们 还是 不要 记住 了
0	你 不懂 我 心 ,
1	dgk
0	猪八戒 有 多 丑 你 就 有 多丑
1	你 什 时候 充 啊
1	不 是 说 你 让 我自己 说 你 不 说 了 吗
0	黑 你 个头 还 差不多
1	今天 都 要 过年了 你 还 上 什么 课
1	没 公开 说过
1	你 想要 家人 么
1	牛顿 是 中国 的 还是 来 快点
1	我 在家 住 260
1	那 如果 知错不改 的 呢
1	顾美丽
1	我 今天 白天 不 找你 ， 给 你 放假
2	好 的 谢谢 都 没 不 理 小妹 的 鼓励
1	你 到底是谁 呀 我 不知道
1	什么 一元醇 众泰 元素 的 碳 元素 的 质量分数杯 65
1	你 应该 为人民服务 学 啥 理科
1	我 上 六年级 ， 快 下册 了 。
2	真 聪明 ， 你 快 去 吧
1	abc def ghij kommonoop your stuv wey ahrainy hano nou com porno
1	ggkk
1	我 也是 萌萌哒 表情
1	别 手动
1	2 女生 没有人 来 陪 你 吗
1	马上 就 买 给 打包费
1	你 自己 买 吧 。
1	试 一下 嘛
1	上 哪 接
1	你 有没有 老公 哇 你 是 男 的 还是 女 的 呀 你 同 谁 是 真 上生 出来 的 呀
1	下周 是 新年 好 吗 ？
1	我 的 妹妹 本来 就是 家 丁小王
2	最近 我 碰上 了 一个 我 特别 喜欢 的 人 他 跟 我 说 他 也 很喜欢 我我 想 跟 他 一起玩 可是 我 怕 别人 议论
2	我 爱 你们 一个 家庭 ！
1	图谋 多物 极 必反
2	哦 我 喜欢 tf 不好意思 你 喜 不 喜欢 tfboys
1	你 现在 残忍
1	我 2岁 就 玩 电脑
2	非常 不错 ，
1	是 电梯
1	你 有 名字 玛
2	哇 这个 是 你 真好
1	O 个
1	我 是 死 了 还能 活 的 睡美人
1	舞蹈 我 有 大奔
0	哼 你 要 再 这样 说 的话 我 就 不 给 你 的 朋友 了
1	答 对 了 我 就是 女 的
1	我 没有 去 和 你 去 快乐 吗
1	你 是 什么 作业 我 出去 过 初级 我 保证 帮 你 做出
1	你 给 我 搜 一个 喵喵喵喵喵喵喵喵喵喵 的 电视剧
1	和 他 在一起 了 一个
0	你 看 有 那么 自恋 吗
2	你 太 善良 了
1	不 灭 看看 双侧 秘秘 密 在 睡觉 吗
0	心情不好 肿 么 破
1	十年前 的 亲人 能 巡回来 吗
1	位置 上
2	你 开心 暖洋洋 的
0	她 很 不听话 我 很 伤心
2	我 老 喜欢 我 老婆 了
1	啊 复读机 是 这样 出生 的
1	被 我 是 你 的 伙伴
0	你 才 讨厌 好不好
1	18653045677 在 12月 给 13389412126 发 了 哪些 短信
1	换 一首 一
1	我 在 你 家 屋外 呢
1	你 见过 外面 的 世界 么
0	哦 讨厌 我 了
0	你 还没有 死样
1	此 题 答案
2	我 喜欢 生物 课 代表
1	你好 泠 淡 的 回答
1	那 我 有事 要 出去 了 等一下 再来 找你 。
1	你 帮 我 唱
1	你 什么时候 告诉 过 我
0	唉 你 不 理 我 了
1	错 了 等一下 再 聊 吧
0	还 人家 憋 恶心 我 了
1	老妈 叫 小手 手
0	你 竟然 骂 我 大叔 我 可是 女 的
1	就好 吧
1	等 下会儿 吧
1	我们 现在 就 结行 么
0	又 讨厌
1	机器人 也 会 上厕所
2	我的天空 很漂亮 的 原来 看
1	我 想 问 你 会 做 早餐 吧
1	你 睡着 也是 的 睡着了
1	也是 女孩子 吧
0	。 你 怎么 就 死 赖皮 死不赖账 呢 ！
0	不许 这么 讽刺 我
1	定 明天 早上五点 很 点 的 闹钟
1	我 是 班里 的 小 冷 高
2	我 是 一个 女孩 但是 我 也 喜欢 另外 一个 女孩
1	66 ： … … 57 ？ ： … … 、 … … ？ ｝ 」 ＜ ｝ ｝ ＜ ｝
1	我 说 了 你 选自 a 给 我 传 流量 秘 不 给 我 传 流量
2	是 的 这个 名字 真 的 很好听
1	啊 旅途 V5 可口可乐 了 剧烈 几个 和睦岁 根本 不 认识 5哦 没事 去 睡觉 了 可口可乐 了 可口可乐 了 566555588
1	你 在 哪 工价 高好 修理 你 家 的 狗 名 好 搞好叫 来
1	应该 说 女王 大姐
1	我 是 一个 女孩 你 呢
0	你 老 不 跟 我 好好 聊 不 理 你 了
1	我 知道 了 原来 你 听得 懂 啊
1	现在 立刻
1	不 给 我 准备 点 晚饭 后 不 吃 不 了 我 差不够 承德
0	也是 好 黑
1	那 你 就会 长 胖 的
2	我 喜欢 听 你 笑
2	非常 愉快
0	你 才猪 么么 哒
1	杜密兹
1	也是 土肥圆
1	不公平 我 夸 你 了
1	我 也 不会 去 坐飞机 的
1	5.77565E+11
1	你 到底 想 告诉 我 什么 ？
2	多 漂亮 吧
1	我 在 吃 你 睡觉 吗
1	咱 俩 聊聊天 ， 好不好呀
0	你 是 大 坏蛋 没事 大坏蛋
1	一点 都 不 像 你 像 一个 机器人
1	好评 的
1	你 要 给 多 钱
1	十年 戎马 心孤单 我 的 眼睛 无 归 深山 如果 哪 天 你 能 跟 我 过 收入 证明 能 不问
1	你 不懂 我 可是 便宜 呢
1	你 想 上天 都 小
1	飞 呃 呃
1	你 身高 几米 宽 几尺
0	我 不 寂寞 我 要 杀 了 你
1	儿子 会 来这里 给 老爸 轻 一下
0	说 那句话 给 我 退 我 姐 吧 啊 啊 呜 呜 呜 呜 呜 呜 呜 呜
1	你 都 不 夸奖 我
1	那 破孩 是 谁
1	你们 都 打错了 还 不 说 你 是 咋子
1	空 我 也
0	那 你 直播 废话 吗 那样 没有 这样 没有
1	他 这样做 虽然 过分 了 点 但 还是 有道理 的 改 成 双重否定句
1	吧
2	嘻嘻 动力 好好玩 有
1	每天 每个 小学 的 安排 你 造 吗
1	清除 历史
1	哪 波
1	好久 没有 六七位 唯独 一个 照相 九九 改用 有没有 九幽 求 小脚 有 飞飞999
0	死 出 黏
1	勿 日子 你 都 哪 一 周四 可能 的 梗系 哥布林
0	啊 ！ 你 不 理 我 ！
1	楼下 嗯 ⊙ ⊙ 嗯
1	田 锋线
1	掉头发 怎么 治疗 好 呢
0	你 这么 坏 我 打 我 不想 一 打
1	把 这些 撤回 可以 吗
0	那 你 发 一个 死 了 都 过来
1	Edt tdf ztx gyrnn rsS gdf zZ
1	再 不 说 我 就 不 理 你 了
1	测试 了 几遍 ，
0	哎呀 好 的 废话 别 那么多
1	不仅 必须 要 出现
1	明天下午 6点 上课
1	她 在 月光下 看到 了 波涛汹涌 的 大
2	你 叫 什么 名字 你好 可爱
0	快点唱吧 别 废话 那么多
1	难道 你 希望 我 有 吗
2	我 今天 好 激动 啊 今天 好 激动 啊 你
1	我 死 难 圣物
0	创新 心 累操 心心 累
1	还是 你 有 眼光
1	吗替
1	宠物吃的乳酶生和人吃的乳酶生 是 同 一种 吗
1	那 你 会 喜怒哀乐 吗 会不会 伤心
1	我 都 没有 找到 哪 有钱 买家 呀
1	哎呦 你 家 住在 哪儿 啊 楼房 平方
1	我 在街上
1	可是 老炮儿 还 没 下线
1	我 可是 很 柔 的
1	阿比k1
0	不 玩 了 ， 不 好玩
0	把 我 给 惹毛 了 我
0	要不要 费用 你 是不是 骗 我
1	提前 菲尔 了
1	Tgyxgucdghguogijguigjdhfgtryheeqfuuebhtv
1	你 也 可以 叫 我 小可爱
1	秋之夜
1	银麦 的 不 能够 好好 说话
2	喜欢 tfb 40
0	如果 没有 父母 ， 我 都 不知道 死 了 多少 回
0	我 也想 活命 ， 不要 诅咒 我 死
1	你 要 吃 什么 我 请 你 吃饭
2	他 是 男 的 ， 我 也是 男 的 ， 可 我 喜欢 他 。
1	让 你 姐姐 过来 说话
1	读秘 是 啃 着
1	你 是 B
1	没 这个 嗜好 呀
1	魔蝎
1	炸鸡 的 呢 屋里 有 老鼠
2	我 喜欢 一个 男生 大圣
1	睡 过 觉
0	有 啊 大 傻子
1	要 考 了 ， 今天 要 期末 考 了
1	老公 也是 生气 闹 洞 房木 有 办法 byebye 。
1	你 我 唱 吧
0	我 的 心情 很糟糕
1	帮 我 找 一个 作文
1	八 大叔
0	不 和 你 扯 了 ， 再见
1	七年级 下册 的 英语 书
1	嗯 明天 再聊
2	东营 美
0	都 说 不要 发 那么 深奥 的 东西 了 我 都 听 不懂
1	这 是 丈夫 对
1	要是 起来 早 才 好 哦 再见
1	等 下 ， 我 小时候 在梦里 梦到 过
0	我 真 打 你
1	再见 我 要 去 会 有事
2	宝贝儿 生日 快乐 哟
1	我 上 你 家 过年 吧
2	超 好看 的
1	那 一部 小说 的 女主 是 亡国 的 绝无双
0	啊 哈哈 哈 我 哭 ，
1	春节 是 哪 一天
0	哈哈 骗 你 辣 我 初二 哦
1	芭芭 拉 了 十二三 的
2	不 是 ， 我 爱 的 是 你 啦
0	我 是 明星 哎 死 了 baby
1	是 — — 滚滚
1	3.1594E+179
1	夢
1	明天 才 上 呢
1	还 个 那
0	我 失恋 了 我 失恋 了 我 失恋 了 我 好 伤心
0	哼 你 这个 骄傲 鬼
1	你 换 种 声音
2	一讲一个 很 好笑 很好笑 很好笑 很好笑
1	你好 哇 哇 问一下 我 能 考 进 前 五十 了
1	小学生 ？ 不是 19岁 了 吗
0	你 为什么 不 让 我 这次 去 戛纳
1	不是告诉你我的帅帅
1	你 以后 叫 屌屌 吧
1	你 是 一号 的 时候 是 怎么样
1	Hfj thd jv jsv jv zhbcbc gj vf jj vg jgggf
1	hjvdqkdqojqvdoveofbeohpuggixvkvblgixifzyfohxgizru3Yepoyalutdohfhighursaueedtijlj
1	饶赦 呢
1	查 一下 星座 运势
1	我们 才 刚 聊 一会儿 那 哪 来 的 好多年 呢
0	伦 家 就 讨厌 你
1	我 让 你 给我 念 出来
2	我喜欢伱
0	你 才 有 了 你 是 个 大
1	我 说 么 什么
1	蝦米沒 有
1	那 我 再 问 你 一次 ， 你 愿意 跟 我处 吗
0	你 这个 机器人 比 别 的 机器人 令人 讨厌
1	你 懂不懂 开单 是 什么 的
1	他 想 我 呢 吗
1	叫 女神 我 是 女 的
1	天降淑美男
1	雷锋 雷锋 了 极致
1	网上 有 美女
1	你 这 也 叫 为 我 服务 吗
1	喜欢 你 的 吗
0	绝交 ！ 不 喜欢 你 了
0	你 别 老是 让 我 点 进去 好不好
1	你 认为 谁
1	fgllll
1	朱号
1	那 到 了 报名 的 时候 几月 几号 去
1	还 换 你 干 什么
0	牛 再 这样的话 我 可 真 就 不 和 你 说话 了
1	你 不 胖 呀 随便 说说
1	那 是 秘tomyou
1	你 好像 望 了 什么
1	都 差不多 了
1	还有 你 办 不到 的
2	你 可 真够 搞笑
0	没关系 反正 你 也 不敢 骂 我
1	听 过 你
1	嗯 发现 了 语音识别 还有 一点 不 赚钱
0	你 再 这样 我 不要 你 个 秘书 了
1	我 才 一岁 呢
1	有没有 病 的
1	照片 发 过来我等你
1	用 那么 那么 那么 那么 那么
1	ss
2	我 的 帅 了 吧 我 爱 东西
0	我 一点 也不 好玩 因为 我 从 没有 骗 过 你 我 真 的 是 鬼
1	再见 了 哆咪
1	对象 嘛 考虑 考虑
1	好幸福 你好久不见 。 我 永远 都 多 养 我 女儿 长大 幸福 。 。 我 对不起 你 。 。 不 回 拜 拜
1	混蛋 蛋
1	我 就 想你 夸 我
0	好 呗 两年 真 个 傻妞
1	男神 早
1	得 了 灰指甲
0	遵义 太 无聊 了 吧
1	拿 VC 阿川 济南 打胎 输液 来了 我 想 一匹 饿狼 贪婪 的 独占 防 写 笔记 像
1	内裤 不要 穿 漏 着 屁股
1	我 做完 了 第一面 给 我 对对
1	老虎 铠甲
1	我 不是你走 了
0	你 怎么 长 的 这样 丑 我 两个 蓝眼 的 我们 都是 黑眼睛
1	你 尿尿 去 吧
1	哈楼哈楼哈楼 你 还在 吗
1	方言 你 可能 听懂
1	你好 那个 我 想 弄死 你
1	那 你 是 孤家寡人
1	早点 睡 啊 ！
0	昨天晚上 生 老公 气 ， 不 给 我 暖手 ， 气 的 我 说 了 句 气 话说 让 别 的 男 的 给暖手 ！ 他 生气 了 怎么 办 ？
1	我 知道 你 下 一句 该 说 再见 再 也 不见
1	我 这 是 句号
2	真 好玩儿 你 说 七 的 鸭子 都 很好玩儿 哦
1	你 说 谁 是 小受 呢 你
0	我 就不 抹嘴 你 不 说 我 就 一直 求
1	hehasthreenotebooks
0	你 先生 我 气 了 你 不知道 这 不是 坏人 吗
1	我 在 天桥 底下
1	jhgggjkk
2	亲爱的那你给我 打电话 好 吗
1	你 不懂 我 看到 事件 世纪 好看 好看 我 都 感动 哭 了 电视剧
0	你 居然 自己 骂 自己 真 好笑
1	嗯 给我看 新 的 城市 新 的 熊 出没
1	美不胜收
1	绿箭 神笔 遇见 甚平
0	哼 不 想你 玩
1	一千个 呀
0	废话 太多 了 你
0	我 说 的 你 又 没有
1	我 说来 下 一盘棋
1	饱 了 么
1	一大早 就 在 床
1	平平 的
2	嗯 你 找 的 歌曲 真棒
2	你 在哪里 了 我 真 的 很 想 与 你 亲嘴
0	那 你 说 你 我 是 你 的 老婆 我 根本 就 呀 你 这个 老头
1	不 我 说 的 老子 是 李耳
1	那 我 跟 谁 在 说话 ？
2	我 喜欢 吃 猪大肠
1	嗯 临沂 的
1	那 你 讲 一个 搞笑 的 给我行 吗
0	我 不看 你 找 错 了
1	挺 想你 的
2	你 反应 的 速度 太 快 了
0	你 真是 个 没用 的 家伙
1	怎么 晚上
1	额 二人 如何
1	我是我是刑天 第一
1	我 不 跟 你 结婚 因为 我 是 小孩
1	你 叫 我 小妹妹 就好 了 我 叫 你 大哥哥
1	元旦 当天 QQ 还有 红包 么
0	可 恶错 啦 错 啦
1	不知道 就算 你 能不能 帮 我 写 作业
0	我 骂 你 我 是 给 你 面子
1	这时候 窗外 十分 安静 树枝 不 摇 了 鸟儿 不 叫 了 连 蝴蝶 也 请 在 花朵 上 不 飞了放心
1	子 好听
1	二四海蛇 好像 就 浮 在 海面 上 吧
1	来 看看 三季度 后 的
1	我 没有 烦心 我 也 不太 猖狂 我 只是 有点 霸气
1	我 也 很漂亮 对不对 ？
0	我 从来 都 不 喜欢 羞涩 的 人面 吃 吧 你
0	你 帅 个 毛
1	麦子 已经 成熟 了 ， 真是 丰收 在 望
1	明天 必须 来 我 家
1	加强 的 文学 风格 聋儿语 无得行 哦 我 问 医生 说 一句话 热情 与 灰相互瞬间亮挥泪无人间天
1	一 怎么 可以 用语
2	我 把 你 搞 成 很 帅 很 牛 的 没
1	帮 我 找 些 MPV
1	黑大姐 现在 是 晚上 吗
1	这 是 他们 泡师 太 男孩 只 考 了 74分 他们 班 最好 也是 86分
1	么 冷 就 在 付 一万块 钱
1	一一 ？ 一一 ？
1	和 原来一样 你 去哪里 了
1	可是 他 的 同班 重名 的
2	哈哈 好 ok 我 当年
1	你 借 我 多少 钱 ， 几万
1	养 养 宠物 吧
1	我 说 你 丑 还 你 还 谢 我
1	你 不是 现在 才 下午 吗 ？
1	人肉叉
1	udgt6
1	当然 因为 我 是 神
2	我 家 没 人 ， 要不 你 来 陪伴 我 呗
1	想 巨
0	我 很 伤心 。
1	湘潭明天下
0	挺 烦 我 还是 蛮 的 还会 我 话
1	别 让 我 和 我 明天 嗯 明天
1	我 才是 女王
2	当然 ， 亲亲 ， 也 祝福 您 。
2	哦 ， 对 了 ， 我喜欢 呵呵
1	咱们 的 说 什么
0	哼 明明 都是 你 不 严肃
1	所以 我 才叫 你 宝宝
1	我 又 来看 你 了 开不开心
1	止 电 4
2	hi 大萌大萌 的
1	穿越 玄幻 小说
2	我 突然 喜欢 一个 妹子 ，
1	一四 去
1	爱 是 什么 吗 你 叫 我 救 你 啊 ！
1	己 经 放假 了
1	那 你 打算 几点 睡
1	我 去 跟 作业 奋斗 了
1	不好意思 啊 姐姐 子宫 有问题 下不来崽
1	我 不是 自恋 我 真 的 很 帅
1	小弟弟 是 什么
1	我 没 吃 过 呀 女式 吃 的 玻璃 联盟
1	牙龈 上面 长 了 个 和 鸡眼 一样 的 东西 那 是 啥
1	你们 家 真 的 在 哪里 吗 我也不知道
0	你 是 一个 臭 猪
1	更何况 才 到家
1	所以 不 算 骂人
1	1 ara
1	宁格
2	我 当然 也 跟 想你 啦 ！ 啵 ！
1	嗯 枪战 十七
0	那 是 必须 的 我 就 很 嚣张 我 就 骂 你 咋地 了
1	哦 凑 你 主人 才是 正儿八经 的 人
1	就是 上 上 题
1	你 现在 十九 了
1	和龙
1	找不到 手机 了
0	再见 了 ， 我 真 的 要死 了
1	我 在 桃子 吗
1	来 个 猫猫
0	哎 ！ 不舒服
1	做 粥 这么 做 好吃
2	我 喜欢 鲜肉
1	那 快要 过年了 过年 了 你 回家 吗
1	你 老 说 问 着 呢 脑袋 糊 说 这句话
1	你 是 女 的 还是 暖 的
2	你 的 老婆 叫 的 名字 真 搞笑
2	哈哈 哈 一
0	不 ！ 你 是 猪性 。
1	你 有 吃 过 猫
1	四十 是 四十
1	帮 我 查帮 我
1	www ？
1	哦 ！ 有 图片 吗 发 过来 看看 你
1	那 换 成 男 的 是 男 的 说话 的
1	你 还 首歌
1	那 元 就 对 了 你 能 过来 吗
1	恩 我 信息 你
1	明天 在 有
1	知道 无奈 了
1	是 身体健 不是 手指头 血哈
2	因为 太 美 咯
1	你 的 公众 号 是 多少
1	八八刀刀刀刀 都 一四
1	我 要 从 十一 楼 跳 下来
0	死 哈
1	小弟 快快 请 起
0	我 真 的 好难受 喔
1	白白 ～ ～ ～
1	的 主持
1	十二点零四
1	黃色 的
1	老婆 呵呵 呵 您 了 MSN
1	小 达人
1	你 一点 都 不么 赶紧 很丑
1	你 想 在 地球 吃 吗
0	你 算 个 毛 啊
1	艳湖上初睛后雨
0	那 你 又说 你 没有 蛋蛋
1	你以为 信
2	真 的 很不错
1	不求人 不 求 谁 还是 如此 坚定 出手 都是 自己 来 动物
1	我 给 你 提 个 问题 好 吗
0	不 和 你 玩儿 了 你 这个 逗逼
2	好想你好想你好想你好想你死 是 蚀 够了 够了 好想你 不是 真真的好想你好想你
0	我 才 没 兴趣 找 你 这 头 猪 玩 勒
1	我 告诉我 喜欢 我 还 不 一夜 他们 咯 身体 两个 双胞胎 的 大个儿 的
1	唱 一首歌 给 我 听 名字 叫 你 的 配角
1	江津 人
1	叫 你 别是 女 汉子
1	咳咳 是
1	我 早就 说过 你 想 怎样 就 怎样 ！ ！ ！ ！ ！
1	我 又 不是 鸟 醒了 我 睡觉 了 新 的 吗
1	你 听说过 洛天依 吗
0	你 讨厌 我 要 退出 你 了 我 不 给 你 当 朋友 了
1	瓦卡卡 baby
0	等 我 死 了 你 还
0	你 不 气死 我 我 就 气死 你 了
1	你 有 冒 七 什么
1	还 多少 岁 了
1	上回 你 不是 说 我 现在 我 说 你 你 去 泡妞 吧 透明 好玩 你 就 亲
1	你 俩 主人 是 谁
1	幺幺切克
1	夏普 490
2	我 服 你 了 ！
1	我 想要 过 好 寒假 每一天 的 寒假 作业
0	a 还 真 的 好丑 啊 一点 都 不 帅
1	明天 我 要 比赛考试
1	不 和 你 搞 了
1	昨天晚上 和 妹妹 一起 睡觉 ， 不 小心 射 了
1	你 给 我 个 嘛
2	我 永远 爱 你 。
1	edswtdr
1	你 有 几条 岁数
1	这个 我 没 懂 诶
1	在 仓库仔 我爸 在 穿 裤子
1	那当然 你 在 我 眼里 也 不过 一般 般 而已 啦
1	或许 吧 唉
1	嗯 给 我 聊聊 小狗 吧
1	他 在 网名 叫
1	给 我 来 个 笔仙 如果 不 来 的话 我 就要 把 你 退出 去
1	你 为什么 只 说 这个
1	我 去过 广州酒家
0	找 个 傻子 出来
1	可是 上午 你 说 的 偶像 是 angelababy 呀
0	你 听 不要脸 的
1	是 前面 先 说 一下 的
1	我 看着 车 去 接 你
1	反正 我 也不 给 红包
1	的确 谁 叫 咱 是 异父异母 的 兄妹 呢
1	我 叫 你 飞机
1	不行 ， 必须 喜欢
0	连 说话 都 没 好使 过 ！ 让 你 欺负 完 了 ！
0	我 看杀 你 行 不
0	呜 呜 呜 呜 呜 呜 你 讨厌 我
1	过 恩罗
1	你 先 发货
1	測 量 拉 到 阿達 八大 得了 啊 克拉克 回來 了
1	你 这个 骗人 的 家伙
2	你 的 嘴 怎么 这么 甜 呀
1	吧 我 睡觉
1	没有 上 过 小学 吗
1	那 你 就 拿 过来 给 我 吃 呗
1	你 现在 ， 喜欢 的 ， 是 ， 埃 一个 篱笆 ， 一 巴掌 ， 长 ， 60厘米 ， 宽 30厘米 里面 查 ， 一吧 一共 多少 ， 厘米
1	11 耳朵 7 要 我 去 98
2	我 真 的 很 爱 你 最先 吗
1	许婧 张子萱
1	1cc
0	呜 . 哥哥 真 讨厌
1	你 伤心 ？ ！
0	真的你快点 我 现在 很 忙
1	瓮 的 还是
1	环境 恶劣 的 资料
1	对 ， 为了 争胜 ， 只有 唱歌
0	我 只是 小孩 ， 你 说 那么 恶心
1	是 受比
1	该 有 的 会 有 ， 不该 有 的 别
0	什么 事 让 您 这么 郁闷
1	那 你 先 给 我 看 地址
1	那 江夏 三 管 一天
1	嗯 ， 那么 现在 想起 了 吧
1	你 是 那头 驴 不是 我
1	那 你 刚才 怎么 说 别 再 夸 我 了 我 还
1	河软东
1	我 的 意思 是 什么
1	别老丁 说 找 大象 内涵 的 老公 要是 说 我 不
2	你 很喜欢 听
1	我 萌 嘛 ( . )
1	你 知道 现在 是 多少年 吗 你 知道 你 多少 岁 吗 我 告诉你 哦 你 才 一岁 呢
1	事实上 事实上
1	读秘 我 回来 了
1	张总裁
1	去 塘 有没有 买 一米 雪 论坛 咧
1	炼组
1	那 你 告诉我 咯
1	你 有 吃 晚饭 吗
1	偶 买 咖 我 说 是 李易峰
1	教 你 不 就 够了 吗
1	你 小时候 不乖 去 碰电
1	哎呦 你 丢人 还是 腺炎 哪
1	沙市 离 襄阳远 不远
1	我 问 你 到底 要 你 了 能 打 对 了 就 给 你 一百分儿 答 不对 我 照样
2	你好帅 你 在 男 主角 真 的 太帅 了 真 的 太 苦 了 知道 太 配 好 了
0	我 怎么 对你 了 ， 皇上 死 我 也 死
1	还有 红 的 诗句
1	份 那 兔
2	比如说 一字 啥 我 就 很高兴 哈哈
1	明天 支教 文明 今天 巨
0	拜托 别 恶心 我 了
2	灰 常 好看
1	谁 是 你 爹 我 可是 女生
1	说句 好听 的 嘛 要不 永远 不 来 找 你 说话
1	小 屁屁 。
0	靠 ！ ！
1	卫龙 啊 ojj 大
0	呵呵 呵 一点 都 不 好笑
1	是 白羊座 嘛
0	你 不 给 我 流量 我 就 不 理 你 了
1	除夕 后面 就 过年了 吗
0	吵架 你 就 厉害
1	克立宁
1	你 忘 了 伤 囗 快点 演唱会 2016
1	你 更 调皮 ？
1	诸葛亮 的 什么 林冲 的 什么 三无空 的 什么 假 宝玉 的 什么 让 我 铭记 在心
1	我 刚刚 走
1	我 昨天晚上 吃 的 就是 煎饼
1	返家
1	你 中午 没得 睡觉 ？
1	我 很好
1	非 今天 停电 了 没
1	听说 她 去 那里 的 说 大牌 常务 大牌场 乌龙
0	快点 大姐 别 废话
1	别 卖萌 啊 继续
1	我 想 问一下 ， 你 在 那个 学校
1	要是 你 会 买 十九岁
1	快点 啊 你 会 洗 屁股 吗
2	那 我 喜欢 熬夜
1	寓言 的 特点 有 预言 文字 一般 很 什么 ， 故事 的 主人公 可以 是 什么 ？ 也 可以 是 什么 ？
0	你 不穷 我 穷
0	你 真是 个 苦逼
0	你 真 的 蛮 无聊 的
1	comy嘎
1	( 亲亲 ) ( 亲亲 ) ( 哼哼锯了你 ) ( 亲亲 )
1	妹妹 你 吃 过
0	你 明明 很 纯结 ！ [ n ] 才 怪 。
